City,Exp Type,Amount
"Kakinada, India",Bills,155208
"Palanpur, India",Fuel,155044
"Ranaghat, India",Entertainment,154892
"Markapur, India",Fuel,154558
"Samalkot, India",Fuel,154403
"Asansol, India",Entertainment,154365
"Naugachhia, India",Grocery,154216
"Laharpur, India",Entertainment,154106
"Rayadurg, India",Food,154013
"Jhansi, India",Grocery,153972
"Sirsaganj, India",Bills,153680
"Arambagh, India",Grocery,153655
"Bapatla, India",Food,153626
"Dumraon, India",Grocery,153498
"Saharanpur, India",Fuel,153268
"Shrigonda, India",Bills,153126
"Shirur, India",Food,153032
"Sangareddy, India",Fuel,153027
"Dharmanagar, India",Fuel,152948
"Parli, India",Grocery,152741
"Mavoor, India",Grocery,152738
"Talaja, India",Fuel,152716
"Akot, India",Food,152677
"Panipat, India",Food,152312
"Nargund, India",Grocery,152140
"Morena, India",Food,151782
"Tanuku, India",Grocery,151754
"Sidlaghatta, India",Entertainment,151631
"Nautanwa, India",Entertainment,151460
"Jamui, India",Bills,151439
"Pondicherry, India",Entertainment,151430
"Silchar, India",Bills,151390
"Rajnandgaon, India",Food,151260
"Ottappalam, India",Food,151224
"Vadodara, India",Entertainment,151216
"Morvi, India",Entertainment,151211
"Sunam, India",Bills,151122
"Naharlagun, India",Fuel,151093
"Panruti, India",Entertainment,151085
"Mussoorie, India",Grocery,151006
"Savner, India",Food,150926
"Savarkundla, India",Food,150874
"Padra, India",Entertainment,150767
"Kamareddy, India",Fuel,150653
"Sonepur, India",Entertainment,150440
"Tumsar, India",Food,150436
"Namakkal, India",Grocery,150328
"Amravati, India",Grocery,150149
"Tiptur, India",Entertainment,150101
"Meerut, India",Fuel,149907
"Rayadurg, India",Bills,149492
"Yawal, India",Fuel,149470
"Tirunelveli, India",Fuel,149370
"Tanda, India",Grocery,149145
"Etawah, India",Entertainment,149131
"Yemmiganur, India",Bills,149002
"Suar, India",Entertainment,148960
"Umarkhed, India",Food,148809
"Charkhi Dadri, India",Entertainment,148633
"Korba, India",Bills,148515
"Koratla, India",Bills,148164
"Manavadar, India",Bills,148090
"Umbergaon, India",Entertainment,147905
"Sasvad, India",Grocery,147804
"Loni, India",Fuel,147602
"Nagarkurnool, India",Entertainment,147585
"Gohana, India",Entertainment,147498
"Byasanagar, India",Fuel,147284
"Sambalpur, India",Bills,147096
"Lachhmangarh, India",Fuel,146883
"Madhugiri, India",Grocery,146788
"Rajagangapur, India",Fuel,146550
"Gangarampur, India",Food,146464
"Shahabad Rampur, India",Bills,146395
"Sugauli, India",Food,146325
"Patiala, India",Fuel,146248
"Lunglei, India",Food,145697
"Samastipur, India",Entertainment,145660
"Pandua, India",Fuel,145619
"Tumsar, India",Fuel,145479
"Pattamundai, India",Fuel,145159
"Forbesganj, India",Entertainment,145080
"Rameshwaram, India",Entertainment,144978
"Seoni, India",Fuel,144766
"Chirala, India",Entertainment,144432
"Bhagalpur, India",Food,144366
"Tezpur, India",Fuel,144278
"Moradabad, India",Fuel,144170
"Sehore, India",Entertainment,144052
"Tohana, India",Bills,143708
"Yamunanagar, India",Bills,143304
"Pathri, India",Bills,143025
"Tuensang, India",Grocery,142895
"Pernampattu, India",Bills,142620
"Bhiwandi, India",Fuel,142311
"Makhdumpur, India",Fuel,142244
"Dhamtari, India",Bills,141854
"Pakaur, India",Entertainment,141621
"Rampur, India",Fuel,141559
"Aligarh, India",Entertainment,141504
"Sirsaganj, India",Grocery,141175
"Satara, India",Entertainment,141083
"Malaj Khand, India",Bills,140839
"Proddatur, India",Fuel,140753
"Sangareddy, India",Bills,140562
"Surandai, India",Fuel,140408
"Ahmednagar, India",Entertainment,140295
"Neyyattinkara, India",Food,140247
"Salur, India",Food,139987
"Moga, India",Entertainment,139986
"Visnagar, India",Fuel,139860
"Begusarai, India",Fuel,139827
"Sangamner, India",Food,139797
"Neem-Ka-Thana, India",Bills,139669
"Rajgarh (Churu), India",Bills,139622
"Masaurhi, India",Entertainment,139506
"Gooty, India",Bills,139041
"Eluru, India",Fuel,139009
"Satna, India",Food,138979
"Farooqnagar, India",Food,138942
"Nashik, India",Bills,138917
"Kaithal, India",Grocery,138879
"Vatakara, India",Entertainment,138714
"Bhainsa, India",Bills,138576
"Ranipet, India",Bills,138479
"Narnaul, India",Entertainment,138430
"Hoshiarpur, India",Fuel,138408
"Rayadurg, India",Grocery,138372
"Achalpur, India",Fuel,138246
"Nellore, India",Food,138097
"Mangrulpir, India",Fuel,137976
"Narkatiaganj, India",Grocery,137779
"Palacole, India",Grocery,137611
"Nandivaram-Guduvancheri, India",Bills,137477
"Yemmiganur, India",Entertainment,137443
"Hazaribag, India",Grocery,137433
"Dhenkanal, India",Bills,137315
"Rewa, India",Bills,136787
"Vyara, India",Food,136593
"Merta City, India",Fuel,136481
"Sailu, India",Grocery,136414
"Nangal, India",Fuel,136140
"Kannur, India",Food,136068
"Manglaur, India",Bills,135983
"Limbdi, India",Entertainment,135822
"Sanduru, India",Entertainment,135523
"Ramagundam, India",Entertainment,135010
"Shikarpur Bulandshahr, India",Food,134898
"Bhubaneswar, India",Bills,134766
"Ramgarh, India",Bills,134762
"Shahjahanpur, India",Fuel,134335
"Lumding, India",Fuel,134260
"Bhabua, India",Food,134064
"Navsari, India",Bills,133999
"Kyathampalle, India",Grocery,133995
"Punganur, India",Bills,133986
"Parbhani, India",Bills,133978
"Guwahati, India",Bills,133672
"Goalpara, India",Bills,133628
"Tanuku, India",Fuel,133377
"Sangli, India",Fuel,133351
"Sarangpur, India",Grocery,133194
"Palia Kalan, India",Bills,133091
"Suri, India",Food,133057
"Bhiwani, India",Fuel,132978
"Noorpur, India",Entertainment,132975
"Parbhani, India",Fuel,132850
"Madhepura, India",Fuel,132824
"Brahmapur, India",Fuel,132823
"Pattamundai, India",Grocery,132328
"Sindhnur, India",Bills,132249
"Nohar, India",Food,131893
"Gumia, India",Bills,131691
"Tuni, India",Entertainment,131409
"Gumia, India",Grocery,131219
"Panchkula, India",Entertainment,131158
"Athni, India",Fuel,131124
"Yamunanagar, India",Fuel,130937
"Shenkottai, India",Bills,130912
"Panruti, India",Food,130680
"Thiruvananthapuram, India",Food,130382
"Karnal, India",Grocery,130363
"Sanduru, India",Food,129988
"Mattannur, India",Fuel,129778
"Agra, India",Grocery,129754
"Vasai-Virar, India",Entertainment,129530
"Rajakhera, India",Fuel,129502
"Noida, India",Entertainment,129478
"Nowgong, India",Entertainment,129412
"Rampura Phul, India",Bills,129403
"Amroha, India",Food,129305
"Moga, India",Grocery,129158
"Sangareddy, India",Grocery,128787
"Shajapur, India",Food,128490
"Shahabad Rampur, India",Fuel,128475
"Utraula, India",Grocery,128229
"Ranibennur, India",Food,128102
"Venkatagiri, India",Fuel,128008
"Yavatmal, India",Entertainment,127894
"Malur, India",Bills,127819
"Nellikuppam, India",Fuel,127639
"Patti, India",Food,127585
"Sarni, India",Bills,127322
"Gobindgarh, India",Bills,127028
"Nakodar, India",Entertainment,126688
"Muzaffarpur, India",Fuel,126430
"Sherghati, India",Grocery,126320
"Vizianagaram, India",Grocery,126286
"Shillong, India",Entertainment,126258
"Tandur, India",Bills,126248
"Pedana, India",Bills,126104
"Malkapur, India",Entertainment,125940
"Sangole, India",Grocery,125933
"Umreth, India",Grocery,125898
"Shikarpur Bulandshahr, India",Bills,125798
"Thangadh, India",Bills,125759
"Jamui, India",Grocery,125742
"Lahar, India",Food,125489
"Nanpara, India",Food,125443
"Dharmavaram, India",Bills,125319
"Varanasi, India",Grocery,125313
"Naugawan Sadat, India",Food,125293
"Naharlagun, India",Food,125125
"Ballari, India",Bills,125105
"Gaya, India",Food,124582
"Bhadrachalam, India",Fuel,124430
"Punalur, India",Grocery,124082
"Sirhind Fatehgarh Sahib, India",Fuel,123966
"Gangarampur, India",Grocery,123800
"Shahabad, India",Bills,123745
"Mandya, India",Bills,123727
"Ladnu, India",Bills,123703
"Kollam, India",Fuel,123579
"Manglaur, India",Food,123568
"Punganur, India",Grocery,123296
"Kharar, India",Entertainment,123218
"Mahalingapura, India",Grocery,122932
"Naidupet, India",Grocery,122846
"Nanjangud, India",Bills,122525
"Titlagarh, India",Fuel,122490
"Sanawad, India",Food,122360
"Raver, India",Food,122314
"Mudalagi, India",Fuel,122173
"Shajapur, India",Fuel,122040
"Godhra, India",Food,121637
"Guntakal, India",Food,121572
"Latur, India",Entertainment,121511
"Bobbili, India",Fuel,121304
"Wardha, India",Entertainment,121241
"Ladwa, India",Grocery,121105
"Ramagundam, India",Bills,121101
"Wardha, India",Grocery,120853
"Vapi, India",Food,120704
"Dhuri, India",Fuel,120530
"Zamania, India",Bills,120373
"Palacole, India",Fuel,120120
"Sultanpur, India",Entertainment,119923
"Faridkot, India",Fuel,119801
"Adoni, India",Food,119762
"Nepanagar, India",Fuel,119719
"Rajpura, India",Grocery,119553
"Belagavi, India",Fuel,119453
"Sheopur, India",Bills,119143
"Soro, India",Fuel,118917
"Petlad, India",Grocery,118556
"Bhopal, India",Entertainment,118433
"Jhargram, India",Fuel,118433
"Sedam, India",Grocery,118231
"Petlad, India",Food,118227
"Valsad, India",Food,118224
"Tiptur, India",Food,118114
"Ongole, India",Bills,118036
"Nimbahera, India",Food,117976
"Warora, India",Food,117941
"Sherkot, India",Bills,117879
"Tirukalukundram, India",Grocery,117779
"Raiganj, India",Fuel,117629
"Sanawad, India",Grocery,117373
"Adoni, India",Entertainment,116961
"Barpeta, India",Entertainment,116894
"Sircilla, India",Entertainment,116882
"Pattamundai, India",Food,116687
"Manmad, India",Fuel,116531
"Makrana, India",Fuel,116394
"Repalle, India",Bills,116324
"Gurgaon, India",Bills,116166
"Balaghat, India",Entertainment,116077
"Kharagpur, India",Bills,115992
"Sadasivpet, India",Grocery,115913
"Nadiad, India",Entertainment,115202
"Pandhurna, India",Grocery,115145
"Siana, India",Food,114982
"Tenali, India",Grocery,114447
"Singrauli, India",Grocery,114059
"Hansi, India",Fuel,113747
"Nagarkurnool, India",Bills,113716
"Sankari, India",Bills,113620
"Roorkee, India",Fuel,113589
"Tandur, India",Fuel,113466
"Parbhani, India",Grocery,113398
"Karimnagar, India",Fuel,113243
"Dhuri, India",Entertainment,113223
"Thiruvallur, India",Food,113190
"Rayagada, India",Fuel,113126
"Vasai-Virar, India",Fuel,113106
"Motihari, India",Food,113102
"Srikakulam, India",Entertainment,112276
"Motihari, India",Grocery,112109
"Yanam, India",Grocery,111904
"Radhanpur, India",Fuel,111498
"Nagaon, India",Entertainment,111104
"Bobbili, India",Grocery,111078
"Pachora, India",Fuel,110996
"Baleshwar Town, India",Fuel,110858
"Rasra, India",Fuel,110552
"Pithoragarh, India",Entertainment,110546
"Gooty, India",Fuel,110529
"Jamui, India",Entertainment,110335
"Sri Madhopur, India",Fuel,110246
"Pedana, India",Grocery,110169
"Kalimpong, India",Entertainment,110050
"Ramanathapuram, India",Food,109976
"Madanapalle, India",Bills,109860
"Nadbai, India",Entertainment,109096
"Thuraiyur, India",Bills,108722
"Thrissur, India",Bills,108656
"Peddapuram, India",Fuel,108651
"Shamli, India",Bills,108448
"Raurkela, India",Bills,108322
"Nabha, India",Grocery,108235
"Noida, India",Grocery,107903
"Sangamner, India",Bills,107883
"Zira, India",Food,107759
"Sohna, India",Grocery,107548
"Kapadvanj, India",Bills,107531
"Patna, India",Entertainment,107343
"Bhawanipatna, India",Bills,107284
"Nepanagar, India",Bills,107147
"Brahmapur, India",Bills,107106
"Balaghat, India",Grocery,107080
"Umreth, India",Food,106924
"Sri Madhopur, India",Grocery,106828
"Thane, India",Fuel,106709
"Sankari, India",Entertainment,106690
"Vatakara, India",Grocery,106578
"Murwara (Katni), India",Entertainment,106519
"Sherghati, India",Food,106306
"Guwahati, India",Grocery,106116
"Wani, India",Bills,105924
"Phaltan, India",Fuel,105409
"Ballari, India",Grocery,105356
"Tiruchendur, India",Fuel,105336
"Bhiwani, India",Entertainment,105180
"Narayanpet, India",Food,105099
"Rawatsar, India",Grocery,104842
"Vadakkuvalliyur, India",Fuel,104625
"Vandavasi, India",Bills,104379
"Lingsugur, India",Grocery,104254
"Ambikapur, India",Food,104234
"Maddur, India",Fuel,104078
"Tandur, India",Food,104026
"Sambhal, India",Food,103854
"Nilambur, India",Entertainment,103770
"Naugawan Sadat, India",Grocery,103568
"Manvi, India",Fuel,103146
"Bahadurgarh, India",Entertainment,102830
"Surandai, India",Bills,102501
"Makrana, India",Grocery,102289
"Najibabad, India",Fuel,102156
"Perinthalmanna, India",Fuel,102146
"Nilambur, India",Bills,101951
"Madhupur, India",Fuel,101922
"Nirmal, India",Fuel,101874
"Amritsar, India",Food,101473
"Sironj, India",Food,101360
"Sangole, India",Food,101278
"Rishikesh, India",Food,100931
"Talode, India",Fuel,100886
"Markapur, India",Bills,100864
"Sardarshahar, India",Entertainment,100856
"Muzaffarpur, India",Food,100546
"Rajampet, India",Bills,100371
"Uchgaon, India",Fuel,100141
"Alipurduar, India",Entertainment,100013
"Durg, India",Grocery,99973
"Nimbahera, India",Grocery,99971
"Shimla, India",Bills,99967
"Proddatur, India",Entertainment,99941
"Tikamgarh, India",Food,99903
"Pusad, India",Entertainment,99775
"Robertson Pet, India",Bills,99647
"Sirohi, India",Fuel,99637
"Habra, India",Fuel,99556
"Jodhpur, India",Fuel,99491
"Panvel, India",Entertainment,98909
"Wokha, India",Bills,98824
"Murtijapur, India",Fuel,98817
"Jhumri Tilaiya, India",Food,98813
"Naidupet, India",Food,98793
"Jabalpur, India",Bills,98683
"Amalapuram, India",Entertainment,98532
"Lanka, India",Food,98506
"Ponnani, India",Fuel,98361
"Deoghar, India",Entertainment,98270
"Gudur, India",Fuel,98161
"Mahidpur, India",Bills,98014
"Sasvad, India",Bills,97946
"Rajpura, India",Food,97925
"Tadepalligudem, India",Grocery,97577
"Kendujhar, India",Fuel,97461
"Savner, India",Grocery,97435
"Tiruvethipuram, India",Entertainment,97290
"Yevla, India",Fuel,97130
"Sirsa, India",Fuel,97087
"Pathanamthitta, India",Fuel,96886
"Paithan, India",Food,96745
"Raghunathganj, India",Grocery,96611
"Rae Bareli, India",Food,96470
"Sathyamangalam, India",Grocery,96424
"Srivilliputhur, India",Grocery,96322
"Tekkalakote, India",Bills,96254
"Arakkonam, India",Entertainment,96000
"Sainthia, India",Food,95457
"Nandyal, India",Grocery,95433
"Pandua, India",Grocery,95168
"Kalimpong, India",Fuel,94617
"Robertsganj, India",Bills,94470
"Purna, India",Grocery,94426
"Unjha, India",Fuel,94024
"Sonipat, India",Fuel,93973
"Khammam, India",Food,93832
"Palani, India",Bills,93796
"Shegaon, India",Fuel,93586
"Sattenapalle, India",Fuel,93504
"Etawah, India",Fuel,93385
"Neyveli (Ts), India",Grocery,93381
"Limbdi, India",Food,93375
"Ratlam, India",Bills,93278
"Warisaliganj, India",Bills,93246
"Vikramasingapuram, India",Food,93207
"Narsinghgarh, India",Bills,93132
"Vijainagar Ajmer, India",Food,92844
"Araria, India",Grocery,92842
"Raisinghnagar, India",Entertainment,92800
"Umbergaon, India",Food,92697
"Sheikhpura, India",Grocery,92582
"Malur, India",Entertainment,92490
"Neyveli (Ts), India",Bills,92256
"Naugachhia, India",Bills,92144
"Kapurthala, India",Grocery,92068
"Brahmapur, India",Food,91909
"Durg, India",Bills,91721
"Attingal, India",Fuel,91665
"Jhumri Tilaiya, India",Fuel,91635
"Sultanganj, India",Food,91528
"Shahade, India",Grocery,91483
"Venkatagiri, India",Food,91347
"Maner, India",Grocery,91315
"Kagaznagar, India",Grocery,91278
"Perumbavoor, India",Bills,91163
"Sherkot, India",Entertainment,90756
"Dhule, India",Fuel,90721
"Barnala, India",Bills,90718
"Bhongir, India",Fuel,90607
"Siddipet, India",Grocery,90531
"Balurghat, India",Bills,90514
"Zamania, India",Fuel,90318
"Sheikhpura, India",Bills,90249
"Taranagar, India",Fuel,89893
"Panna, India",Bills,89751
"Kolar, India",Food,89696
"Tirunelveli, India",Food,89695
"Baharampur, India",Bills,89636
"Zunheboto, India",Bills,89271
"Wadhwan, India",Food,88923
"Nalbari, India",Food,88914
"Chikkamagaluru, India",Food,88602
"Nanjikottai, India",Food,88442
"Theni Allinagaram, India",Bills,88383
"Thanesar, India",Grocery,88333
"Sirkali, India",Food,88240
"Bapatla, India",Grocery,88041
"Nabha, India",Food,87997
"Malappuram, India",Entertainment,87942
"Ankleshwar, India",Bills,87920
"Ramachandrapuram, India",Food,87659
"Mandamarri, India",Bills,87618
"Kancheepuram, India",Bills,87485
"Partur, India",Grocery,87368
"Uran, India",Bills,86672
"Vapi, India",Grocery,86412
"Manvi, India",Grocery,86270
"Taliparamba, India",Bills,86100
"Nagpur, India",Fuel,85921
"Rawatsar, India",Fuel,85841
"Mahemdabad, India",Entertainment,85628
"Shahpur, India",Bills,85575
"Samastipur, India",Grocery,85488
"Periyasemur, India",Fuel,84988
"Nanjikottai, India",Grocery,84951
"Zirakpur, India",Entertainment,84925
"Musabani, India",Grocery,84505
"Sagara, India",Fuel,84371
"Seohara, India",Grocery,84327
"Mankachar, India",Fuel,84284
"Raipur, India",Bills,84238
"Meerut, India",Grocery,84101
"Savarkundla, India",Bills,84088
"Jalandhar, India",Bills,83933
"Rayachoti, India",Entertainment,83818
"Shamsabad Agra, India",Fuel,83717
"Tirukalukundram, India",Bills,83629
"Fatehabad, India",Grocery,83372
"Vidisha, India",Fuel,83345
"Jamalpur, India",Entertainment,83192
"Mokameh, India",Fuel,83186
"Manwath, India",Grocery,82623
"Panruti, India",Grocery,82503
"Arvi, India",Food,82377
"Risod, India",Bills,82271
"Raghunathganj, India",Bills,82134
"Eluru, India",Grocery,81819
"Pathankot, India",Grocery,81467
"Rampur, India",Food,81455
"Arwal, India",Bills,81451
"Sikandra Rao, India",Food,81402
"Thana Bhawan, India",Entertainment,81396
"Arambagh, India",Entertainment,81387
"Muvattupuzha, India",Bills,81290
"Koyilandy, India",Fuel,81220
"Raghunathganj, India",Fuel,80906
"Patna, India",Bills,80881
"Valsad, India",Entertainment,80841
"Sagara, India",Food,80739
"Nainital, India",Bills,80668
"Utraula, India",Fuel,80587
"Yemmiganur, India",Food,80508
"Adilabad, India",Food,80193
"Adoor, India",Food,80175
"Gudivada, India",Grocery,80164
"Allahabad, India",Fuel,80107
"Paramakudi, India",Bills,80024
"Shimla, India",Entertainment,79939
"Siana, India",Entertainment,79892
"Sathyamangalam, India",Fuel,79715
"Bhuj, India",Entertainment,79607
"Dehri-On-Sone, India",Grocery,79321
"Pollachi, India",Grocery,79289
"Nehtaur, India",Fuel,79243
"Sainthia, India",Grocery,78895
"Sundargarh, India",Food,78872
"Malaj Khand, India",Food,78642
"Zunheboto, India",Entertainment,78591
"Hazaribag, India",Entertainment,78266
"Amritsar, India",Grocery,78037
"Nawabganj, India",Food,77812
"Kovvur, India",Food,77762
"Sherkot, India",Fuel,77274
"Paramakudi, India",Entertainment,77031
"Pali, India",Fuel,77005
"Miryalaguda, India",Fuel,76928
"Bargarh, India",Bills,76694
"Udhampur, India",Bills,76642
"Santipur, India",Food,76593
"Sardarshahar, India",Fuel,76529
"Panchkula, India",Food,76335
"Vadnagar, India",Grocery,76163
"Manmad, India",Food,76097
"Allahabad, India",Bills,75904
"Batala, India",Fuel,75547
"Mungeli, India",Grocery,75523
"Shahbad, India",Fuel,75348
"Tirupathur, India",Fuel,75227
"Mundi, India",Grocery,74888
"Sunam, India",Fuel,74665
"Pusad, India",Bills,74460
"Udhagamandalam, India",Entertainment,74318
"Losal, India",Bills,74217
"Sirsi, India",Grocery,73993
"Tarn Taran, India",Fuel,73860
"Ranaghat, India",Fuel,73609
"Wai, India",Bills,73572
"Malappuram, India",Fuel,73501
"Sitamarhi, India",Entertainment,73460
"Anantnag, India",Entertainment,73291
"Rajkot, India",Fuel,73266
"Sattur, India",Grocery,72971
"Kanhangad, India",Fuel,72683
"Hardoi , India",Fuel,72680
"Satara, India",Bills,72669
"Nirmal, India",Bills,72538
"Amalapuram, India",Fuel,72099
"Chittoor, India",Grocery,72006
"Azamgarh, India",Entertainment,71855
"Tirupathur, India",Food,71801
"Pali, India",Bills,71542
"Tarikere, India",Fuel,71396
"Tundla, India",Grocery,71369
"Shimla, India",Grocery,71314
"Imphal, India",Fuel,70814
"Wanaparthy, India",Entertainment,70793
"Pulgaon, India",Bills,70788
"Sidlaghatta, India",Bills,70662
"Ponnur, India",Fuel,70479
"Gurdaspur, India",Food,70194
"Jalandhar Cantt., India",Entertainment,69700
"Pasan, India",Grocery,69694
"Raipur, India",Grocery,69427
"Perinthalmanna, India",Grocery,69335
"Veraval, India",Grocery,69231
"Pehowa, India",Grocery,69167
"Mahidpur, India",Entertainment,69102
"Bilaspur, India",Grocery,69069
"Peringathur, India",Bills,69013
"Chaibasa, India",Grocery,68823
"Gadwal, India",Fuel,68807
"Robertsganj, India",Entertainment,68769
"Oddanchatram, India",Bills,68714
"Sidlaghatta, India",Grocery,68705
"Mysore, India",Bills,68558
"Pihani, India",Fuel,68541
"Valparai, India",Fuel,68467
"Mulbagal, India",Bills,68291
"Mainaguri, India",Fuel,68182
"Amreli, India",Fuel,68138
"Salaya, India",Food,68123
"Nabarangapur, India",Food,68016
"Firozpur, India",Fuel,67488
"Sheikhpura, India",Entertainment,67422
"Jhargram, India",Grocery,67345
"Amravati, India",Food,67209
"Bhawanipatna, India",Fuel,67062
"Bettiah, India",Grocery,66945
"Byasanagar, India",Grocery,66817
"Anakapalle, India",Bills,66672
"Chaibasa, India",Food,66582
"Muktsar, India",Bills,66387
"Udaipurwati, India",Fuel,66080
"Jind, India",Fuel,65663
"Palwal, India",Entertainment,65589
"Paravoor, India",Grocery,65478
"Gangarampur, India",Entertainment,65409
"Madanapalle, India",Grocery,65164
"Bahadurgarh, India",Bills,64787
"Rupnagar, India",Fuel,64572
"Terdal, India",Bills,64570
"Itarsi, India",Fuel,64561
"Malpura, India",Fuel,64547
"Munger, India",Grocery,64501
"Pilani, India",Food,64315
"Roorkee, India",Food,64246
"Alappuzha, India",Bills,64030
"Tharamangalam, India",Food,63886
"Afzalpur, India",Food,63770
"Marmagao, India",Bills,63453
"Solapur, India",Food,63296
"Virudhachalam, India",Bills,63000
"Mangrulpir, India",Bills,62960
"Mavelikkara, India",Bills,62912
"Arrah, India",Entertainment,62392
"Vaijapur, India",Fuel,62273
"Srinagar, India",Food,62056
"Pithoragarh, India",Fuel,61859
"Ramganj Mandi, India",Grocery,61831
"Sikar, India",Bills,61772
"Santipur, India",Bills,61761
"Guntur, India",Entertainment,61543
"Taranagar, India",Entertainment,61470
"Sirsa, India",Entertainment,61307
"Vrindavan, India",Grocery,61233
"Guntakal, India",Bills,61223
"Pathankot, India",Entertainment,61219
"Puttur, India",Entertainment,60690
"Sasvad, India",Entertainment,60455
"Maner, India",Fuel,60130
"Barnala, India",Food,59993
"Nagapattinam, India",Grocery,59476
"Thiruvalla, India",Food,59273
"Mathura, India",Fuel,59018
"Solapur, India",Entertainment,59018
"Indore, India",Entertainment,58987
"Salem, India",Food,58122
"Makrana, India",Bills,58049
"Nawabganj, India",Entertainment,57341
"Taki, India",Bills,57263
"Akola, India",Fuel,57038
"Chirkunda, India",Fuel,57026
"Mudalagi, India",Entertainment,56428
"Pilibhit, India",Bills,56332
"Robertson Pet, India",Food,56317
"Sanawad, India",Entertainment,56068
"Gadwal, India",Entertainment,56041
"Vedaranyam, India",Food,55476
"Achalpur, India",Entertainment,55347
"Loni, India",Bills,55152
"Meerut, India",Food,55119
"Puttur, India",Bills,54934
"Shamsabad Agra, India",Entertainment,54913
"Ratlam, India",Grocery,54909
"Neyyattinkara, India",Fuel,54820
"Wanaparthy, India",Fuel,54813
"Tezpur, India",Grocery,54608
"Palia Kalan, India",Entertainment,54009
"Sangli, India",Food,53980
"Rewa, India",Food,53947
"Ahmednagar, India",Grocery,53901
"Imphal, India",Grocery,53621
"Vasai-Virar, India",Grocery,53369
"Umred, India",Entertainment,53218
"Makhdumpur, India",Grocery,53160
"Mandi Dabwali, India",Grocery,53148
"Madanapalle, India",Fuel,53036
"Mehkar, India",Bills,52778
"Umarga, India",Grocery,52775
"Kaithal, India",Fuel,52732
"Talikota, India",Entertainment,52377
"Manavadar, India",Grocery,52289
"Nedumangad, India",Bills,52136
"Mussoorie, India",Entertainment,51981
"Punganur, India",Food,51833
"Shirur, India",Grocery,51679
"Nangal, India",Grocery,51496
"Tiruttani, India",Bills,51471
"Ramanathapuram, India",Entertainment,51404
"Narsipatnam, India",Bills,51190
"Terdal, India",Entertainment,51052
"Tohana, India",Grocery,50925
"Mahnar Bazar, India",Fuel,50784
"Jharsuguda, India",Food,50549
"Ganjbasoda, India",Entertainment,50390
"Ranipet, India",Fuel,50367
"Rudrapur, India",Fuel,50352
"Thirumangalam, India",Grocery,50048
"Tarakeswar, India",Grocery,49997
"Dumka, India",Fuel,49824
"Shikarpur Bulandshahr, India",Entertainment,49811
"Venkatagiri, India",Bills,49729
"Lunawada, India",Bills,49320
"Zira, India",Grocery,48909
"Amreli, India",Grocery,48892
"Durg, India",Entertainment,48888
"Perambalur, India",Bills,48559
"Pilkhuwa, India",Fuel,48555
"Kapadvanj, India",Food,48533
"Lakheri, India",Entertainment,48402
"Rajgir, India",Bills,48212
"Ranebennuru, India",Grocery,48178
"Puri, India",Food,48159
"Purulia, India",Food,47609
"Mavoor, India",Entertainment,47547
"Bokaro Steel City, India",Bills,47305
"Unnao, India",Food,47243
"Latur, India",Bills,47086
"Firozpur, India",Food,46914
"Rupnagar, India",Bills,46701
"Rajahmundry, India",Fuel,46600
"Sanand, India",Food,46359
"Nawada, India",Entertainment,46286
"Sangli, India",Entertainment,46131
"Deesa, India",Grocery,46124
"Ramagundam, India",Fuel,45888
"Wadhwan, India",Fuel,45760
"Limbdi, India",Grocery,45480
"Gopalganj, India",Food,45470
"Bhongir, India",Entertainment,45240
"Sangaria, India",Grocery,44905
"Mandamarri, India",Fuel,44615
"Dharmanagar, India",Grocery,44336
"Madikeri, India",Bills,44236
"Sindhagi, India",Grocery,43959
"Firozpur Cantt., India",Entertainment,43459
"Sivaganga, India",Food,43432
"Nagina, India",Food,43425
"Memari, India",Grocery,43265
"Jamalpur, India",Food,43246
"Nowgong, India",Grocery,42886
"Nellikuppam, India",Grocery,42879
"Mahuva, India",Grocery,42691
"Belagavi, India",Entertainment,42684
"Kohima, India",Food,42638
"Tonk, India",Entertainment,42580
"Purna, India",Bills,42375
"Nawapur, India",Fuel,42273
"Akot, India",Grocery,42271
"Sarni, India",Grocery,42105
"Guntakal, India",Fuel,42091
"Machilipatnam, India",Food,42075
"Karur, India",Food,42075
"Guwahati, India",Fuel,42008
"Dehradun, India",Bills,42004
"Dalli-Rajhara, India",Fuel,41893
"Manjlegaon, India",Food,41889
"Katihar, India",Bills,41845
"Nasirabad, India",Fuel,41468
"Saharanpur, India",Grocery,41241
"Purulia, India",Entertainment,41146
"Bhilai Nagar, India",Entertainment,40990
"Hubli-Dharwad, India",Bills,40803
"Suratgarh, India",Food,40787
"Nathdwara, India",Bills,40405
"Shamli, India",Entertainment,40200
"Imphal, India",Food,39936
"Pulgaon, India",Food,39847
"Firozpur, India",Entertainment,39780
"Rohtak, India",Entertainment,39563
"Sri Madhopur, India",Bills,39056
"Rajakhera, India",Grocery,39010
"Pilibanga, India",Food,38925
"Sonamukhi, India",Fuel,38834
"Dharmavaram, India",Grocery,38801
"Lachhmangarh, India",Entertainment,38795
"Udupi, India",Bills,38404
"Sabalgarh, India",Entertainment,38368
"Pathri, India",Entertainment,38260
"Puliyankudi, India",Bills,38254
"Tasgaon, India",Bills,38053
"Mokokchung, India",Entertainment,37994
"Ramganj Mandi, India",Entertainment,37932
"Mandvi, India",Food,37893
"Sarni, India",Food,37882
"Patratu, India",Bills,37702
"Robertson Pet, India",Entertainment,37666
